Name,Image,Price,PhanLoai,Quan jogger,Quan jean,Quan au,Ao thun nam,Ao khoac,Ao so mi,Ao hoodie
Áo sơ mi tay dài cổ straight LOOSE form - 10F20SHL041,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20shl041__3__0b1708ae445440dfac31c69b228c6aef_1.jpg, 420.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài có túi ngực REGULAR form - 10F20SHL042,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10f20shl042__1__20b83424f63b40adb31e62eaa6fbcc48_2.jpg, 420.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài Cổ spread FITTED form - 10F20SHL045,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20shl045__1__25fd1ddb0c7048a9925b49fbd522ab20_1.jpg, 312.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài Cổ spread FITTED form - 10F20SHL046,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10f20shl046__6__b59345b10a754e63970368279c3c20df_1.jpg, 312.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài cổ Spread FITTED form - 10F20SHL047,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1645_1_1.jpg, 273.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài cổ spread FITTED form - 10F20SHL049,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20shl049__1__3bcb32827970482c89912c3a57bacb1b_1.jpg, 420.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài cổ spread FITTED form - 10F20SHL049,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20shl049__1__3bcb32827970482c89912c3a57bacb1b_1.jpg, 420.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn REGULAR form - 10F20SHS001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_sky_10f20shs001__5__29b765370be54fb6acc9ec6520270992_1.jpg, 420.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn REGULAR form - 10F20SHS002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_sky_10f20shs002__1__bb68095c32254f448830afc84a97500b_1.jpg, 390.000₫,0,0,0,0,0,0,1,0
Áo thun tay ngắn kẻ sọc FITTED form - 10F20TSH017,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_saphire_10f20tsh017__1__56ec95b6323c4974b782ccbfd9f37f17_1.jpg, 290.000₫,0,0,0,0,1,0,0,0
Áo sơ mi tay ngắn Printed overall REGULAR form - 10F20SHS003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_green_10f20shs003__4__953ad26f9ee0449ab24050782e8caad3_1.jpeg, 390.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài kẻ sọc FITTED form - 10F20SHL007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20shl007__2__8494fca26abe43d5880b9dfc2c08edde_1.jpg, 390.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn có thêu REGULAR form - 10F20SHS004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_apple_10f20shs004__5__24f0e9e601364811b0a3bb0de1272f31_1.jpg, 420.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn có thêu LOOSE form - 10F20SHS006,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20shs006__5__89bf0f40d70646289f143c94ce9140cc_1.jpg, 420.000₫,0,0,0,0,0,0,1,0
Quần ngắn nam LOOSE FORM - 10F20PSH009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20psh009__1__916122d8e82241fabb118c3ea8edd5b2_1.jpg, 350.000₫,1,0,0,0,0,0,0,0
Áo thun tay ngắn có túi ngực LOOSE form - 10F20TSH044,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20tsh044.6.jpg, 390.000₫,0,0,0,0,1,0,0,0
Quần short trơn Cotton STRAIGHT form - 10S20PSH006,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10s20psh006_2__1.jpg, 350.000₫,1,0,0,0,0,0,0,0
Áo sơ mi tay dài cổ cúc ve Rayon FITTED form - 10S20SHL029,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20shl029_.b_3__1.jpg, 197.500₫,0,0,0,0,0,0,1,0
Áo sơ mi dài tay cổ cúc ve Cotton Oxford FITTED form - 10S20SHL018,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_iris_10s20shl018_1__1_1.jpg, 390.000₫,0,0,0,0,0,0,1,0
Áo thun tay ngắn IN Organic Cotton Regular form - 10S20TSH015,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_olivernight_10s20tsh015_2__1.jpg, 250.000₫,0,0,0,0,1,0,0,0
Áo thun STRIPE COTTON FITTED form - 10S20TSH018,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20tsh018_.b_0__2.jpg, 240.000₫,0,0,0,0,1,0,0,0
Áo thun Stripes Organic Cotton Regular form - 10S20TSH019,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20tsh019_.b_3__1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo sơ mi tay dài cổ thường Fitted form - 10S20SHL046,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20shl046_0_.jpg, 395.000₫,0,0,0,0,0,0,1,0
Quần vải dài STRIPES LOOSE form - 10S20PFO017,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_8964_1.jpg, 450.000₫,1,0,0,0,0,0,0,0
Quần Jean rách SLIM CROP Form - 10F20DPA036,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_mindigo_10f20dpa036__4__83540e42a567450e871f5e54799a25b4_1.jpg, 480.000₫,1,0,1,0,0,0,0,0
Quần vải BRUSHED FLANNEL CARROT form - 10F20PFO013,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_grey_10f20pfo013__5__5343eee60a1e45ed825a559bfc90a2fd_1.jpg, 480.000₫,1,0,0,0,0,0,0,0
Áo Polo phối rib decor FITTED form - 10F20POL016,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_apple_10f20pol016__4__6707085b10bf44d6a2ca9841d70b9eb1_1.jpg, 380.000₫,0,0,0,0,1,0,0,0
Áo Polo cổ V FITTED form - 10F20POL021,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10f20pol021__5__ced505abe2844792b649c402435c50e2_1.jpg, 247.000₫,0,0,0,0,1,0,0,0
Áo Polo basic Point label FITTED form - 10F20POL026,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_gold_10f20pol026__1__a8865db10d064ca78edd70eff63b0976_1.jpg, 420.000₫,0,0,0,0,1,0,0,0
Áo Polo basic thêu FITTED form - 10F20POL027,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20pol027__1__ccde39c46e1c4397a6b70a73f7726c05_1.jpg, 380.000₫,0,0,0,0,1,0,0,0
Quần vải SLIM form - 10F20PFO022,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_4519.jpg, 450.000₫,1,0,0,0,0,0,0,0
Áo nỉ decor tape FITTED form  - 10F20SWE013,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_night_10f20swe013__1__fca0ed070fe545a59647221d18db596f_1.jpg, 420.000₫,0,0,0,0,0,0,0,0
Cà vạt satin trơn FREESIZE Form - 10F20TIE001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10f20tie001__2__27823498669d439bbe07de74cce1a68d_1.jpg, 250.000₫,2,0,0,0,0,0,0,0
Cà vạt họa tiết FREESIZE form - 10F20TIE002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10f20tie002__2__59d7f7d52c1b4610804542d1d6902252_1.jpg, 250.000₫,2,0,0,0,0,0,0,0
Cà vạt họa tiết chấm trắng FREESIZE form - 10F20TIE003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10f20tie003__2__f7244b0836d44f808905d349213cf813_2.jpg, 250.000₫,2,0,0,0,0,0,0,0
Áo thun tay dài Stripe FITTED form - 10F20TSH013,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10f20tsh013__2__4279b5ae5b2b4a2686d61f2d538b40da_1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo thun tay dài FITTED form - 10F20TSH020,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10f20tsh020__1__750d036284ff4dd88ddc610dd3853064_1.jpg, 260.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn Thêu  REGULAR form - 10F20TSH036,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20tsh036__2__db13b18a6c2047a8b9697b0d83d08e47_1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo thun tay dài có túi REGULAR form - 10F20TSH047,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20tsh047__2__fd0211af8327497286619853d3894d31_1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo gió trơn có ly sau REGULAR form - 10F20WJA007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_2280_1.jpg, 580.000₫,0,0,0,0,0,1,0,0
Áo gió phối nẹp Decor cùng màu REGULAR form - 10S20WJA011,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_2367_2.jpg, 580.000₫,0,0,0,0,0,1,0,0
Túi điện thoại PU - 10S21BAG001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc8604.jpg, 320.000₫,2,0,0,0,0,0,0,0
Túi đeo chéo có thêu - 10S21BAG002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc8593_1.jpg, 240.000₫,2,0,0,0,0,0,0,0
Nón lưỡi trai hình thêu - 10S21CAP001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_grey_10s21cap001_1_.jpg, 190.000₫,2,0,0,0,0,0,0,0
Nón lưỡi trai có thêu - 10S21CAP002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc0101.jpg, 190.000₫,2,0,0,0,0,0,0,0
Sandal không quai đế cao su - 10S21SAN001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc6387_1_1.jpg, 650.000₫,2,0,0,0,0,0,0,0
Sandal dây bắt chéo có quai - 10S21SAN002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21san002.4.jpg, 680.000₫,2,0,0,0,0,0,0,0
Sandal dây bắt chéo không quai - 10S21SAN003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc6383.jpg, 680.000₫,2,0,0,0,0,0,0,0
Sandal hở mũi có quai hậu - 10S21SAN004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc8649_1_1.jpg, 680.000₫,2,0,0,0,0,0,0,0
Áo thun tay ngắn Cotton FITTED form - 10S21TSH001C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10s21tsh001c__1__b939e2942355437db91b78bbba23fc42_1.jpg, 210.000₫,0,0,0,0,1,0,0,0
Quần Jean rách SLIM CROP form - 10F20DPA043,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc4212.jpg, 520.000₫,1,0,1,0,0,0,0,0
Sleeppant Quần ngủ Cotton Organic STRAIGHT form - 10F20SLP003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20slp003-white.0_1.jpg, 99.000₫,1,0,0,0,0,0,0,0
Quần bơi Trơn SWIMSHORT form - 10S20SWI001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20swi001-pink.0_1.jpg, 280.000₫,1,0,0,0,0,0,0,0
Túi nhỏ đeo chéo Poit label FREESIZE form - 10F20BAG008,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_4402_1.jpg, 240.000₫,2,0,0,0,0,0,0,0
Sleeppant Quần ngủ Cotton STRAIGHT form - 10F20SLP002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20slp002-r_u.0_1.jpg, 99.000₫,1,0,0,0,0,0,0,0
Vớ hài Cotton Freesize - 10S20SOC009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_7038.jpg, 85.000₫,2,0,0,0,0,0,0,0
T-SHIRT áo thun COTTON REGULAR form - 10S20TSH023,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20tsh023_a_2__1.jpg, 140.000₫,0,0,0,0,1,0,0,0
Túi Tote vải Denim Cotton Freesize - 10S20DEBAG001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20debag001_0__1.jpg, 320.000₫,2,0,0,0,0,0,0,0
Vớ dài phối Cotton Freesize form  - 10S20SOC001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10s20soc001_3__1.jpg, 85.000₫,2,0,0,0,0,0,0,0
Vớ hài Cotton Freesize - 10S20SOC007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_grey_10s20soc007_1_.jpg, 120.000₫,2,0,0,0,0,0,0,0
Áo thun PRINT COTTON FITTED form - 10S20TSH002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/b/a/ba_n_sao_cu_a_mausac_cherry_mahogany_10s20tsh002_2__1.jpg, 280.000₫,0,0,0,0,1,0,0,0
Áo thun nẹp trụ Cotton REGULAR form - 10S20TSH005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20tsh005_.c_0__1.jpg, 140.000₫,0,0,0,0,1,0,0,0
Áo thun Trơn Organic cotton FITTED form - 10S20TSH007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_graphite_10s20tsh007_2__2.jpg, 240.000₫,0,0,0,0,1,0,0,0
2190805Grey melangeVớ dài phối gót mũi Pack P4 - VO301026,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/4/_/4_25.jpg, 175.000₫,2,0,0,0,0,0,0,0
Vớ nam ngắn có cổ kẻ sọc FREESIZE form - 10S21SOC010,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6712_1.jpg, 105.000₫,2,0,0,0,0,0,0,0
Vớ cotton nam ngắn trơn FREESIZE form - 10S21SOC011,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6718_1.jpg, 99.000₫,2,0,0,0,0,0,0,0
Vớ nam hài thêu logo FREESIZE form - 10S21SOC013,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6734_1.jpg, 145.000₫,2,0,0,0,0,0,0,0
Vớ cotton nam ngắn đế kẻ sọc FREESIZE form - 10S21SOC014,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6751_1.jpg, 65.000₫,2,0,0,0,0,0,0,0
Vớ nam ngắn có cổ họa tiết trang trí FREESIZE form - 10S21SOC015,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6744_1.jpg, 95.000₫,2,0,0,0,0,0,0,0
Vớ hài nam solid FREESIZE form - 10S21SOC017,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6757_1.jpg, 99.000₫,2,0,0,0,0,0,0,0
Vớ cotton nam ngắn kẻ sọc FREESIZE form - 10S21SOC019,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6729_1.jpg, 65.000₫,2,0,0,0,0,0,0,0
Túi bao tử có nhãn da FREESIZE form - 10F20BAG003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_2046.jpg, 280.000₫,2,0,0,0,0,0,0,0
Nón tròn có vành FREESIZE form - 10F20CAP005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1632.jpg, 190.000₫,2,0,0,0,0,0,0,0
Nón vành nhãn Point trang trí FREESIZE form - 10F20CAP006,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20cap006-yellow.0_1.jpg, 180.000₫,2,0,0,0,0,0,0,0
Nón lưỡi trai có thêu FREESIZE form - 10F20CAP013,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_8703_1.jpg, 210.000₫,2,0,0,0,0,0,0,0
Vớ dài solid FREESIZE form - 10F20SOC002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1731_1.jpg, 130.000₫,2,0,0,0,0,0,0,0
Vớ dài họa tiết FREESIZE form - 10F20SOC004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1711.jpg, 130.000₫,2,0,0,0,0,0,0,0
Quần short Jean Rách Cotton Straight short form - 10S20DPS009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_2146_1.jpg, 350.000₫,1,0,0,0,0,0,0,0
Quần kaki dài Cotton STRAIGHT CROP form - 10S20PCA005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_light_grey_10s20pca005_1__1_1.jpg, 440.000₫,1,0,0,0,0,0,0,0
Áo polo CVC FITTED form - 10S20POL001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20pol001_-_b4_1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo PoloStripes PQ CVC FITTED form - 10S20POL005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1521_1.jpg, 380.000₫,0,0,0,0,1,0,0,0
Xà bông tắm - 10F21SOAP001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc00940_1.jpg, 250.000₫,2,0,0,0,0,0,0,0
Quần dài kakhi SLIM CROP - 10F21PCA002C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21pca002c-brown.1_1.jpg, 450.000₫,1,0,0,0,0,0,0,0
Áo Polo basic thêu FITTED - 10F21POL027C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21pol027c-v_ng.1_1.jpg, 450.000₫,0,0,0,0,1,0,0,0
Áo sơ mi tay dài Oxford kẻ sọc FITTED - 10F21SHL006,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21shl006.1_1.jpg, 480.000₫,0,0,0,0,0,0,1,0
Áo Khoác Gió BomberREGULAR - 10F21WJA003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21wja003-yellow.1_1.jpg, 780.000₫,0,0,0,0,0,1,0,0
Áo sơ mi nam tay dài cổ Normal REGULAR - 10S21SHL031C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21shl031c.1_1.jpg, 450.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài kẻ sọc REGULAR form - 10S21SHL014,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21shl014_-_oxford_tan_2__2.jpg, 450.000₫,0,0,0,0,0,0,1,0
Áo Khoác Bomber REGULAR - 10F21JAC001R,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac001r-green-1_1.jpg, 1.150.000₫,0,0,0,0,0,1,0,0
NÓN BUCKET CHẦN BÔNG   - 10F21HATW001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21hatw001-white.1_1.jpg, 380.000₫,2,0,0,0,0,0,0,0
Vớ hài Cotton Freesize - 10S20SOC003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_yellow_10s20soc003_1__1_1.jpg, 85.000₫,2,0,0,0,0,0,0,0
Áo thun tay ngắn sọc to Cotton REGULAR form - 10S20TSH021,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1836_1.jpg, 280.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn solid Cotton FITTED form - 10S20TSH037,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20tsh037_.a_0__1.jpg, 220.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn Solid Cotton FITTED form - 10S20TSH042,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20tsh042_-g_3__1.jpg, 220.000₫,0,0,0,0,1,0,0,0
Áo thun cổ trụ Cotton Fitted form - 10S20TSH043,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s20tsh043_-_1_1.jpg, 240.000₫,0,0,0,0,1,0,0,0
2190425Vàng đồng/ Kem/ Xanh/xám đậmVớ dài phối gót và mũiPark 4 - VO301017,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_nau_vo301017.1_1.jpg, 199.000₫,2,0,0,0,0,0,0,0
2190715GrnBrnMLgBurVớ dài phối Pack 4 - VO301025,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_kesoc_vo301025_2__1.jpg, 175.000₫,2,0,0,0,0,0,0,0
Belt Dây lưng vân Saffiano FREESIZE form - 10F20BEL002R1,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/b/l/black3.jpg, 420.000₫,2,0,0,0,0,0,0,0
Nón tròn vành phối màu  - 10S21CAP008,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/n/0/n0_1.jpg, 190.000₫,2,0,0,0,0,0,0,0
Túi tote in hình FREESIZE form - 10S21BAG004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_8164_copy_1.jpg, 250.000₫,2,0,0,0,0,0,0,0
Balo túi rút in hình FREESIZE form - 10S21BAG005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6777_copy_1.jpg, 280.000₫,2,0,0,0,0,0,0,0
Nón vành hai mặt phối màu - 10S21CAP011,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/g/0/g0_2.jpg, 190.000₫,2,0,0,0,0,0,0,0
Áo polo cổ trụ có thêu FITTED form - 10S21POL010,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_8723_1.jpg, 450.000₫,0,0,0,0,1,0,0,0
Áo thun ngắn tay print REGULAR form - 10S21TSH010,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21tsh010-white_sand.0_1.jpg, 280.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn Form Loose - 10S21TSH022,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21tsh022-r_u.0_1.jpg, 320.000₫,0,0,0,0,1,0,0,0
Quần boxer UND002-S21 - 10S21UND002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/b/0/b0_1_5.jpg, 85.000₫,1,0,0,0,0,0,0,0
Red Dahlia AT polo slim - AT2012076,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac__o__at2012076.1.w_4__1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Merlot AT polo slim PO01-F19 - AT2012081,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac__o_o__at2012081_1__2.jpg, 320.000₫,0,0,0,0,1,0,0,0
Rubber AT polo slim PO01-F19 - AT2012082,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_na_u_at2012082_3__1.jpg, 320.000₫,0,0,0,0,1,0,0,0
Ash- Xám tro T-shirt Regular in hình TS32-S19 - AT2013281,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_xam_at2013281.3_1.jpg, 240.000₫,2,0,0,0,0,0,0,0
Stripe Nimbus cloud AT regular - AT2013294,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_la_at2013294.2_1.jpg, 280.000₫,2,0,0,0,0,0,0,0
AT form loose - AT2183003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/a/t/at2183003_1__1.jpg, 280.000₫,2,0,0,0,0,0,0,0
Indigo Cut-destroy Loose fit - QJ218001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/q/j/qj218001_2__1.jpg, 450.000₫,2,0,0,0,0,0,0,0
Sọc xanh Quần ngủ - QN133012,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/q/n/qn133012_1__1.jpg, 115.000₫,2,0,0,0,0,0,0,0
