Name,Image,Price,PhanLoai,Quan jogger,Quan jean,Quan au,Ao thun nam,Ao khoac,Ao so mi,Ao hoodie
Áo Hoodie dài tay in hình REGULAR - 10F21HOD005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21hod005_3__1.jpg, 650.000₫,0,0,0,0,0,0,0,1
Áo Sơ Mi CordouroyREGULAR - 10F21SHL024,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21shl024_-_white_sand_1.jpg, 550.000₫,0,0,0,0,0,0,1,0
Áo thun tay dài xẻ tà nhãn trang trí FITTED - 10F21TSL001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21tsl001-black.1_1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Quần Kaki ống rộng WIDE LEG form - 10S21PCA007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc00669-edit_1.jpg, 550.000₫,1,0,0,0,0,0,0,0
Áo Polo kẻ sọc thân trước FITTED form - 10S21POL012,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21pol012-yellow.1_1.jpg, 420.000₫,0,0,0,0,1,0,0,0
Quần short Linen LOOSE form - 10S21PSH028,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21psh028-white.1_1.jpg, 480.000₫,1,0,0,0,0,0,0,0
Áo Polo ngắn tay thêu hoa FITTED - 10F21POL039,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21pol039_amber_gold_5__1.jpg, 450.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn thêu hoa FITTED - 10F21TSS033,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21tss033_bright_white_4__1.jpg, 295.000₫,0,0,0,0,1,0,0,0
Quần dài Kakhi SLIM - 10F21PCA001C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21pca001c-brown.1_1.jpg, 450.000₫,1,0,0,0,0,0,0,0
Áo thun ngắn tay phối màu REGULAR - 10S21TSH021,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21tsh021-honey_gold.1_1.jpg, 290.000₫,0,0,0,0,1,0,0,0
Quần jean trơn SLIM form - 10S21DPA019,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_8686_1.jpg, 480.000₫,1,0,1,0,0,0,0,0
QUẦN JEAN TRƠN SLIM CROP  - 10S21DPA052,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/z/2/z2990010655247_d521e9503ff6eba1bbc6cc3e2b853c48_1.jpg, 480.000₫,1,0,1,0,0,0,0,0
Áo Khoác Bomber Quilting Tay CongRegular - 10F21JAC001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac001-brown-1_1.jpg, 1.150.000₫,0,0,0,0,0,1,0,0
Áo Khoác Bomber DobbyREGULAR - 10F21JAC018,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac018-whitesand-1_1.jpg, 980.000₫,0,0,0,0,0,1,0,0
Áo khoác CordouroyREGULAR - 10F21JAC022,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac022-whitesand-1_2.jpg, 1.150.000₫,0,0,0,0,0,1,0,0
Quần Shorts Khaki DobbySLIM - 10F21PSH011,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21psh011-mint-1_1.jpg, 420.000₫,1,0,0,0,0,0,0,0
Áo Khoác Dệt Kim Twill TextureREGULAR - 10F21JAC007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac007-tigerseye-2_1.jpg, 750.000₫,0,0,0,0,0,1,0,0
Áo Khoác Bomber Da LộnREGULAR - 10F21JAC008,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac008-monkrobe-1_1.jpg, 780.000₫,0,0,0,0,0,1,0,0
Áo Khoác Bomber Da LộnREGULAR - 10F21JAC011,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac011-sliver_grey-1_1.jpg, 980.000₫,0,0,0,0,0,1,0,0
Áo Khoác Thêu HìnhREGULAR - 10F21JAC021,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac021-offwhite-3_1.jpg, 780.000₫,0,0,0,0,0,1,0,0
Quần Dài KhakiSLIMCROP - 10F21PCA018,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21pca018-beige-4_1.jpg, 480.000₫,1,0,0,0,0,0,0,0
Áo Polo ngắn tay FITTED - 10F21POL001C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6194_1_1.jpg, 450.000₫,0,0,0,0,1,0,0,0
Áo Blazer Knit Texture FITTED - 10F21VES001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/z/2/z2937828945186_3916fb9bd814204b9cfd7c623e7a1fa6_1.jpg, 1.250.000₫,0,0,0,0,0,1,0,0
Áo Khoác Bomber KhakiREGULAR - 10F21JAC009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21jac009.1_2.jpg, 1.150.000₫,0,0,0,0,0,1,0,0
Áo thun ngắn tay hình in mùa covid FITTED - 10F21TSS030,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f21tss030_-_black_1__1.jpg, 260.000₫,0,0,0,0,1,0,0,0
Áo Polo basic FITTED form - 10S21POL001C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10s21pol001c_2__1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo Polo phối rã in sọc FITTED form - 10S21POL003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_dark_10s21pol003_2__1.jpg, 420.000₫,0,0,0,0,1,0,0,0
Áo polo vải gân LOOSE form - 10S21POL013,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10s21pol013_1__1.jpg, 380.000₫,0,0,0,0,1,0,0,0
Áo sơ mi dài tay pure linen REGULAR form - 10S21SHL033,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10s21shl033_1__1.jpg, 520.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn cổ POINT COLLAR LOOSE form - 10S21SHS004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10s21shs004__1__080f970860924e4399962a2b9fcf35c2_1.jpg, 380.000₫,0,0,0,0,0,0,1,0
Áo thun tay ngắn SLIM form - 10S21TSH002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10s21tsh002__1__d48db34e3823416a999732d9ae1399d2_1.jpg, 250.000₫,0,0,0,0,1,0,0,0
Áo thun nam tay ngắn FITTED form - 10S21TSH004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10s21tsh004_1_.jpg, 123.500₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn phối rã in sọc REGULAR form - 10S21TSH006,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_dark_10s21tsh006__5__e6a68a91f98e4def804849b8edd007f1_1.jpg, 320.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn rã thân trước REGULAR form - 10S21TSH008,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_brown_10s21tsh008__1__340c2f92afc340b3a0e08ff4f7fec85b_1.jpg, 182.000₫,0,0,0,0,1,0,0,0
Áo thun ngắn tay henley nẹp xéo REGULAR form - 10S21TSH014,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10s21tsh014__2__f68b4b59336b4e8dbbf45036d7b5a692_1.jpg, 208.000₫,0,0,0,0,1,0,0,0
Áo sơ mi tay dài cổ Spread SLIM form - 10S21SHL032,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc0899_6.jpg, 390.000₫,0,0,0,0,0,0,1,0
Áo polo phối màu decor Rib FITTED form - 10S21POL016,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21pol016.4_1.jpg, 273.000₫,0,0,0,0,1,0,0,0
Áo Linen tay ngắn cổ V LOOSE form - 10S21TSH017,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/p/h/phat7808_1.jpg, 350.000₫,0,0,0,0,0,0,0,0
Áo thun tay ngắn túi trước xéo LOOSE form - 10S21TSH007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/u/n/untitled_capture7362_2.jpg, 340.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn Print REGULAR form  - 10S21TSH005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black1_10s21tsh005_1__1.jpg, 162.500₫,0,0,0,0,1,0,0,0
Aó Polo phối màu FITTED form - 10S21POL004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6851_1.jpg, 420.000₫,0,0,0,0,1,0,0,0
Áo sơ mi ngắn tay có thêu REGULAR form - 10S21SHS027,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21shs027.6_1.jpg, 253.500₫,0,0,0,0,0,0,1,0
Quần jean trơn lai tưa SLIM CROP form - 10S21DPA009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21dpa009.0_1.jpg, 520.000₫,1,0,1,0,0,0,0,0
Quần jean trơn SLIM form - 10S21DPA050,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21dpa050.4_7.jpg, 480.000₫,1,0,1,0,0,0,0,0
Quần vải trơn SLIM CROP form - 10S21PFO005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21pfo005.4.jpg, 420.000₫,1,0,0,0,0,0,0,0
Áo sơ mi tay dài túi trước ngực REGULAR form - 10S21SHL008,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21shl008-whitesand.0_1.jpg, 450.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn print at side REGULAR form - 10S21SHS003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/w/h/white0_1.jpg, 390.000₫,0,0,0,0,0,0,1,0
Áo thun tay ngắn Raglan REGULAR form - 10S21TSH020,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21tsh020-brigh_white.0_1.jpg, 188.500₫,0,0,0,0,1,0,0,0
Áo sơ mi tay dài nẹp giấu nút FITTED form - 10S21SHL003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10s21shl003_-_w_1.jpg, 420.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài trơn FITTED form - 10S21SHL022C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/n/0/n0_5.jpg, 390.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn rã thân sau REGULAR form - 10S21SHS006,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_total_10s21shs006__1__0fa6cc5ba2c24e978311b4da941d3b64_1.jpg, 390.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay ngắn viền chân cổ FITTED? form - 10S21SHS001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_6923.jpg, 390.000₫,0,0,0,0,0,0,1,0
Quần short lưng chun STRAIGHT form - 10S21PSH002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc4857.jpg, 450.000₫,1,0,0,0,0,0,0,0
Áo thun tay ngắn FITTED form - 10S21TSH019C,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10s21tsh019__1__1c5bb0f2d52e43819df0c89e1b24eb18_1.jpg, 149.000₫,0,0,0,0,1,0,0,0
Áo nỉ Cotton FITTED form - 10F20SWE001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10f20swe001__1__109c096bdea44e6ca8416a41eda976f6_1.jpg, 390.000₫,0,0,0,0,0,0,0,0
Áo nỉ Print REGULAR form - 10F20SWE009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20swe009.2_1_1.jpg, 380.000₫,0,0,0,0,0,0,0,0
Áo thun tay ngắn Cotton Fitted form - 10F20TSH001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20tsh001.1_1.jpg, 95.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn phối tape cổ FITTED form - 10F20TSH010,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc3018_1.jpg, 260.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn overal prints REGULAR form - 10F20TSH039,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_total_10f20tsh039__1__584d0fa3af38469eac03a56d63fb62f8_1.jpg, 290.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn rã thân trước LOOSE form - 10F20TSH042,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_sky_10f20tsh042__1__1bbd1b33e0654df8a162d66930c508cc_1.jpg, 350.000₫,0,0,0,0,1,0,0,0
Quần jean rách gối SLIM CROP form - 10S21DPA038,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10s21dpa038_1__1.jpg, 480.000₫,1,0,1,0,0,0,0,0
Áo polo print họa tiết FITTED form - 10S21POL009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10s21pol009_2__1_7.jpg, 380.000₫,0,0,0,0,1,0,0,0
Áo Polo phối màu FITTED form - 10F20POL005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20pol005-greymelance-_0__1.jpg, 380.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn POINT LABEL REGULAR form - 10F20TSH009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20tsh009.1.jpg, 145.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn kẻ sọc FITTED form - 10F20TSH012,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20tsh012-white_1__1.jpg, 182.000₫,0,0,0,0,1,0,0,0
Áo khoác Jean LOOSE form - 10F20DJA005,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_2058_1.jpg, 650.000₫,0,0,0,0,1,0,0,0
Áo polo contrast with Rib FITTED form - 10F20POL003,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_5719_2.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo Polo contrast sleeves FITTED form - 10F20POL009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_3821_1.jpg, 380.000₫,0,0,0,0,1,0,0,0
Áo thun tay ngắn in sọc FITTED form - 10F20TSH024,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20tsh024.1jpg.jpg, 162.500₫,0,0,0,0,1,0,0,0
Áo sơ mi tay dài kẻ sọc FITTED form - 10F20SHL009,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_5130_1.jpg, 253.500₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài kẻ sọc FITTED form - 10F20SHL025,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1325.jpg, 253.500₫,0,0,0,0,0,0,1,0
Quần Jean rách gối SKINNY CROP form - 10F20DPA016,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20dpa016.1_1.jpg, 490.000₫,1,0,1,0,0,0,0,0
Set Leisurewear - KLG - FEATHER GRAY,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc01165_8.jpg, 700.000₫,1,0,0,0,0,0,0,0
Set Leisurewear - KLG - BLACK,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc01384_2.jpg, 700.000₫,1,0,0,0,0,0,0,0
Quần kaki Cotton SLIM form - 10F20PCA001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20pca001_-_nightsky_0__1.jpg, 450.000₫,1,0,0,0,0,0,0,0
Quần vải knit ống nhún thun Jogger form - 10F20PJO001,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20pjo001.x1_1.jpg, 480.000₫,1,0,0,0,0,0,0,0
Áo thun tay ngắn Interlock Pique FITTED form - 10F20TSH030,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20tsh030.1_1.jpg, 320.000₫,0,0,0,0,1,0,0,0
Quần vải dài TARTAN CARROT form - 10F20PFO017,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_black_10f20pfo017__3__637ce94c6c9a45feb19f9359f6177ec6_1.jpg, 480.000₫,1,0,0,0,0,0,0,0
Quần Jean rách STRAIGHT CROP form - 10F20DPA060,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_mindigo_10f20dpa060__1__e3b216db210f4fc1b4b696b4c419298d_1.jpg, 480.000₫,1,0,1,0,0,0,0,0
Quần kaki Cotton SLIM CROP form - 10F20PCA004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_5045_2.jpg, 450.000₫,1,0,0,0,0,0,0,0
Quần vải Rayon Slim crop form - 10F20PFO002,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10f20pfo002__1__388602b8f437439db9edea83b364c1fc_1.jpg, 445.000₫,1,0,0,0,0,0,0,0
Quần vải lưng thun Deco STRAIGHT CROP form - 10F20PFO007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10f20pfo007__1__e5e6b618a16545009515235336ba0fd7_1.jpg, 450.000₫,1,0,0,0,0,0,0,0
Quần vải SLIM CROP form - 10F20PFO024,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_5138_1.jpg, 390.000₫,1,0,0,0,0,0,0,0
Áo polo cổ áo phối màu FITTED form - 10F20POL007,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc5228.jpg, 350.000₫,0,0,0,0,1,0,0,0
Áo polo phối màu FITTED form - 10F20POL008,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/1/0/10f20pol008.2_1.jpg, 380.000₫,0,0,0,0,1,0,0,0
Quần short STRAIGHT form - 10F20PSH004,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_otter_10f20psh004__5__4dcb3edb090a4989a6d0418994f6281f_1.jpg, 380.000₫,1,0,0,0,0,0,0,0
Quần short STRAIGHT form - 10F20PSH011,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_grey_10f20psh011__5__4f768fade77447d1be8df01e76e06655_1.jpg, 320.000₫,1,0,0,0,0,0,0,0
Áo sơ mi tay dài cổ thường FITTED form - 10F20SHL006,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_1512_1.jpg, 273.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài Cổ mao REGULAR form - 10F20SHL008,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_white_10f20shl008__1__c5d0ffe0a98e421d838d119a0518ecef_1.jpg, 273.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài cổ normal REGULAR form - 10F20SHL019,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/_/d/_dsc2956.jpg, 273.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài SOLID OVERSIZE form - 10F20SHL031,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_silver_10f20shl031__1__a124e722794b43ca98c77a51782d3d44_4.jpg, 357.500₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài cổ normal REGULAR form - 10F20SHL034,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_overture_10f20shl034__2__a0c86b942048453f9bd8a0f4726964f0_1.jpg, 450.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài Collar Spread FITTED form - 10F20SHL037,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/m/a/mausac_navy_10f20shl037__5__6b9ea58c201849899dbea4ec27ba14c3_1.jpg, 312.000₫,0,0,0,0,0,0,1,0
Áo sơ mi tay dài Caro Collar Spread FITTED form - 10F20SHL040,https://routine.vn/media/catalog/product/cache/a2fcefb561dcc03dd69ce08e688653ae/d/s/dsc_9059_1.jpg, 312.000₫,0,0,0,0,0,0,1,0
