Name,Image,Price,PhanLoai,Quan jogger,Quan jean,Quan au,Ao thun nam,Ao khoac,Ao so mi,Ao hoodie
ÁO SOMI M2SMN3021003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/530202153002_IMG_3618_thumb.jpg, 199000₫,0,0,0,0,0,0,1,0
ÁO SOMI M2SMN3021002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/526202152600_IMG_3625_thumb.jpg, 199000₫,0,0,0,0,0,0,1,0
ÁO SOMI M2SMN3021001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/528202152835_IMG_3621_thumb.jpg, 199000₫,0,0,0,0,0,0,1,0
QUẦN JEAN M1QJN2021002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/547202154702_IMG_3651.jpg, 415000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN2021001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/508202150829_IMG_3655_thumb.jpg, 425000₫,1,0,1,0,0,0,0,0
ÁO THUN U1ATN2011007,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/505202150508_IMG_0195.jpg, 265000₫,0,0,0,0,1,0,0,0
QUẦN JEAN M1QJN1011018,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23012021110157_IMG_2435_thumb.jpg, 415000₫,1,0,1,0,0,0,0,0
ÁO SOMI M1SMD4011005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/543202154346_IMG_2473.jpg, 285000₫,0,0,0,0,0,0,1,0
QUẦN JEAN M1QJN2011017,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23102021111035_IMG_2433.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN1011015,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210301/120202142012_IMG_3773.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN3011014,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23592021105953_IMG_2431.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN3011013,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23192021111912_IMG_2429_thumb.jpg, 289000₫,1,0,1,0,0,0,0,0
QUẦN JOGGER M2QJK2011005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210204/433202153355_IMG_0203.jpg, 365000₫,1,1,0,0,0,0,0,0
QUẦN JOGGER M2QJK1011004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210305/05032021120316_IMG_0211.jpg, 315000₫,1,1,0,0,0,0,0,0
QUẦN KAKI M2QKK1011004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210301/122202142216_IMG_3775.jpg, 315000₫,1,0,0,0,0,0,0,0
QUẦN KAKI M2QKK1011003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/202202140244_IMG_1690.jpg, 385000₫,1,0,0,0,0,0,0,0
QUẦN KAKI M2QKK1011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/253202135339_IMG_1688.jpg, 385000₫,1,0,0,0,0,0,0,0
ÁO SOMI M1SMD1011004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/201202140103_IMG_1678.jpg, 275000₫,0,0,0,0,0,0,1,0
ÁO THUN U1ATN4011005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/523202152351_IMG_0064_thumb.jpg, 320000₫,0,0,0,0,1,0,0,0
QUẦN SHORT M1STH1011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23082021110801_5L7A9852.jpg, 170000₫,1,0,0,0,0,0,0,0
ÁO THUN M2ATN4011003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/511202151110_IMG_0181_thumb.jpg, 290000₫,0,0,0,0,1,0,0,0
ÁO THUN M2ATN4011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/531202153129_IMG_0168.jpg, 290000₫,0,0,0,0,1,0,0,0
ÁO THUN M2ATN4011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/515202151517_IMG_0174.jpg, 290000₫,0,0,0,0,1,0,0,0
QUẦN JEAN M1QJN2011012,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/234202143408_IMG_1714_thumb.jpg, 415000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN2011011,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/216202141650_IMG_1712.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN2011010,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/220202142013_IMG_1710.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN3011009,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/218202141821_IMG_1708.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1SKK1011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/258202135818_IMG_1694.jpg, 265000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN3011008,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/213202141308_IMG_1706.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN1011007,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/224202142407_IMG_1704.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN1011006,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/226202142605_IMG_1702.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN JOGGER M1QJT2011003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23432021114308_IMG_1716.gif, 215000₫,1,1,0,0,0,0,0,0
ÁO SOMI M1SMD4011003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/231202143152_IMG_1675_thumb.jpg, 285000₫,0,0,0,0,0,0,1,0
ÁO THUN U1ATN4011004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23382021113804_IMG_1666.gif, 300000₫,0,0,0,0,1,0,0,0
QUẦN JOGGER M1QJT1011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23412021114131_IMG_1722.gif, 195000₫,1,1,0,0,0,0,0,0
QUẦN JOGGER M2QJK1011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23492021104933_5L7A9847_thumb.jpg, 365000₫,1,1,0,0,0,0,0,0
QUẦN SHORT M2SJN2011005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23122021111237_IMG_1736_thumb.jpg, 345000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M2SJN1011004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/503202160348_IMG_1734.jpg, 345000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M2SJN3011003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23462021104623_IMG_1732.jpg, 345000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M2SJN3011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23452021104519_IMG_1730_thumb.jpg, 345000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M2SJN2011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210205/501202160132_IMG_1728_thumb.jpg, 345000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN3011005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/203202140358_IMG_1700.jpg, 425000₫,1,0,1,0,0,0,0,0
ÁO SOMI M1SMD4011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/251202135122_IMG_1671_thumb.jpg, 285000₫,0,0,0,0,0,0,1,0
ÁO SOMI M1SMD4011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/255202135543_IMG_1681.jpg, 295000₫,0,0,0,0,0,0,1,0
QUẦN JOGGER M1QJG4011004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23162021111607_IMG_1739_thumb.jpg, 395000₫,1,1,0,0,0,0,0,0
QUẦN JEAN M1QJN1011004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20412021114135_IMG_0538.jpg, 415000₫,1,0,1,0,0,0,0,0
QUẦN JOGGER M1QJG2011003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210223/23222021112215_IMG_1743.jpg, 385000₫,1,1,0,0,0,0,0,0
QUẦN THUN M1QTH1011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20182021111805_IMG_0560.jpg, 195000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M1STH1011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20152021111508_IMG_0568.jpg, 175000₫,1,0,0,0,0,0,0,0
QUẦN JOGGER M2QJG1011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/210202141047_5L7A9844.jpg, 345000₫,1,1,0,0,0,0,0,0
QUẦN KAKI M2QKK1011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20312021113149_IMG_0546.jpg, 345000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN1011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20332021113313_IMG_0554.jpg, 415000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN2011003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210519/19052021010540_IMG_0557.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN2011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20402021114010_IMG_0535.jpg, 415000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN2011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/206202140640_IMG_1696.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN1011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210202/208202140826_IMG_1698.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JOGGER M1QJG011001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20372021113743_IMG_0565.jpg, 415000₫,1,1,0,0,0,0,0,0
QUẦN JEAN M1QJN011002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210120/20262021112618_IMG_0541.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN TÂY M1QTY120023,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/430202143031_IMG_2780_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120022,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/435202143517_IMG_2778_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120021,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/431202143131_IMG_2775_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
ÁO THUN U1ATN120006,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/4452021104559_IMG_1945_thumb.JPG, 168750₫,0,0,0,0,1,0,0,0
ÁO THUN U1ATN120005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/4542021105459_IMG_2717_thumb.jpg, 265000₫,0,0,0,0,1,0,0,0
ÁO SOMI M1SMN120003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/415202141503_IMG_2733_thumb.jpg, 265000₫,0,0,0,0,0,0,1,0
QUẦN JEAN M1QJN120016,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/838202153832_IMG_2769.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN THUN M1QTH120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/820202152020_IMG_2748.jpg, 195000₫,1,0,0,0,0,0,0,0
QUẦN THUN M1QTH120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/817202151755_IMG_2739.jpg, 195000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN120014,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/843202154333_IMG_2766.jpg, 445000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1SJN120005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/424202142441_IMG_1898_thumb.JPG, 315000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN120013,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/842202154209_IMG_2763.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1SJN120004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/833202153347_IMG_2754_thumb.jpg, 295000₫,1,0,0,0,0,0,0,0
QUẦN JOGGER M1QJG120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/822202152207_IMG_2772.jpg, 415000₫,1,1,0,0,0,0,0,0
QUẦN JEAN M1QJN120012,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/839202153938_IMG_2760.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN120011,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/837202153708_IMG_2757.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1SJN120003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/816202151617_IMG_2751_thumb.jpg, 295000₫,1,0,0,0,0,0,0,0
ÁO SOMI M1SMN120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/416202141623_IMG_2736_thumb.jpg, 275000₫,0,0,0,0,0,0,1,0
ÁO SOMI M1SMN120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/459202135908_IMG_2724_thumb.jpg, 275000₫,0,0,0,0,0,0,1,0
ÁO THUN U1ATN120004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/4002021110055_IMG_2722_thumb.jpg, 265000₫,0,0,0,0,1,0,0,0
QUẦN TÂY M1QTY120020,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/437202143712_IMG_2018_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120019,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/438202143801_IMG_2020_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120018,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/432202143219_IMG_2022_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120017,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/434202143424_IMG_2016_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120016,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/433202143337_IMG_2024_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN JEAN M1QJN120010,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/428202142841_IMG_2026_thumb.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1STH120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/810202151030_IMG_1893.JPG, 175000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M1SKK120003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/426202142650_IMG_1909_thumb.JPG, 265000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN120009,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/840202154059_IMG_2032.jpg, 425000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN120008,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/835202153536_IMG_2035.jpg, 289000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN120007,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/429202142934_IMG_2029_thumb.jpg, 289000₫,1,0,1,0,0,0,0,0
ÁO POLO M2ATP120004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/421202142104_IMG_1884_thumb.JPG, 285000₫,0,0,0,0,1,0,0,0
ÁO POLO M2ATP120003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/417202141732_IMG_1981_thumb.jpg, 285000₫,0,0,0,0,1,0,0,0
ÁO THUN M2ATN120015,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/814202151413_IMG_1860.JPG, 245000₫,0,0,0,0,1,0,0,0
ÁO THUN M2ATN120012,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210108/855202145541_IMG_1846.JPG, 245000₫,0,0,0,0,1,0,0,0
ÁO POLO M2ATP120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/412202141231_IMG_1874_thumb.JPG, 285000₫,0,0,0,0,1,0,0,0
ÁO POLO M2ATP120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/418202141847_IMG_1970_thumb.jpg, 285000₫,0,0,0,0,1,0,0,0
QUẦN SHORT M1SKK120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_0456_thumb.jpg, 245000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M1SKK120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_0460_thumb.jpg, 245000₫,1,0,0,0,0,0,0,0
QUẦN TÂY M1QTY120015,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_0454_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
ÁO THUN U1ATN120003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/4132021111335_IMG_1802_thumb.JPG, 195000₫,0,0,0,0,1,0,0,0
QUẦN JEAN M1QJN120006,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9180_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN120005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9178_thumb.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN120004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9182_thumb.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1SJN120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9176_thumb.jpg, 285000₫,1,0,0,0,0,0,0,0
ÁO THUN U1ATN120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/4372021103724_IMG_1820_thumb.JPG, 265000₫,0,0,0,0,1,0,0,0
ÁO THUN U1ATN120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/4322021103203_IMG_1812_thumb.JPG, 265000₫,0,0,0,0,1,0,0,0
QUẦN JEAN M1QJN120003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9190_thumb.jpg, 415000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1SJN120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9174_thumb.jpg, 285000₫,1,0,0,0,0,0,0,0
ÁO SOMI M1SMD120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/5L7A1862_thumb.jpg, 275000₫,0,0,0,0,0,0,1,0
ÁO SOMI M1SMD120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_6522_thumb.jpg, 275000₫,0,0,0,0,0,0,1,0
QUẦN TÂY M1QTY120014,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9221_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120013,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9220_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120012,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9218_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120011,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9216_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120010,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9212_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120009,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9211_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120008,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9208_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN JEAN M1QJN120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9184_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9186_thumb.jpg, 415000₫,1,0,1,0,0,0,0,0
QUẦN TÂY M1QTY120006,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9204_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9202_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9200_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9198_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9196_thumb.jpg, 385000₫,1,0,0,1,0,0,0,0
QUẦN TÂY M1QTY120001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_9193_thumb.jpg, 365000₫,1,0,0,1,0,0,0,0
ÁO THUN U1ATN110007,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210104/4192021101917_IMG_8874_thumb.jpg, 265000₫,0,0,0,0,1,0,0,0
ÁO SOMI M2SMD110001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_8953_thumb.jpg, 258750₫,0,0,0,0,0,0,1,0
ÁO POLO M2ATP110001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_8887_thumb.jpg, 221250₫,0,0,0,0,1,0,0,0
QUẦN SHORT M1SJN110005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9172_thumb.jpg, 285000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN110011,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_9188_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
AO SOMI M1SMN110002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210320/20072021110744_5L7A4664_thumb.jpg, 191250₫,0,0,0,0,0,0,1,0
ÁO THUN U1ATN110005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20210122/2258202155832_IMG_8885_thumb.jpg, 265000₫,0,0,0,0,1,0,0,0
QUẦN TÂY M1QTY110001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_6476_thumb.jpg, 345000₫,1,0,0,1,0,0,0,0
ÁO THUN U1ATN110004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201202/IMG_6500_thumb.jpg, 280000₫,0,0,0,0,1,0,0,0
QUẦN JEAN M1QJN110010,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_6469_thumb.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN110009,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_6465_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN110008,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_6459_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN110007,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201204/IMG_6456_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
ÁO SOMI M1SMD110001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201222/IMG_6522_thumb.jpg, 275000₫,0,0,0,0,0,0,1,0
QUẦN JEAN M1QJN110006,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201204/IMG_6453_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN110005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201218/IMG_6462_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
ÁO THUN U1ATN110002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201202/IMG_6443_thumb.jpg, 265000₫,0,0,0,0,1,0,0,0
ÁO THUN U1ATN110001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201202/IMG_6515.gif, 340000₫,0,0,0,0,1,0,0,0
QUẦN JEAN M1QJN110004,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_5473_thumb.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN110003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_5479_thumb.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN JEAN M1QJN110002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_5470_thumb.jpg, 385000₫,1,0,1,0,0,0,0,0
QUẦN SHORT M1SJN110003,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_4536_thumb.jpg, 285000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M1SJN110002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_4543_thumb.jpg, 285000₫,1,0,0,0,0,0,0,0
QUẦN SHORT M1SJN110001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_4549_thumb.jpg, 285000₫,1,0,0,0,0,0,0,0
QUẦN JEAN M1QJN110001,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_5476_thumb.jpg, 395000₫,1,0,1,0,0,0,0,0
ÁO SOMI M1SMD100002,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_4519_thumb.jpg, 240000₫,0,0,0,0,0,0,1,0
QUẦN SHORT M1SJN100005,https://storage.googleapis.com/cdn.nhanh.vn/store/7136/ps/20201118/IMG_4530_thumb.jpg, 295000₫,1,0,0,0,0,0,0,0
